term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,p_stem
repealed,4,2.917003945247836e-05,15.06515313695436,8,VBN,1,{'VBN'},0,repeal
presidents,4,2.917003945247836e-05,15.06515313695436,10,NNS,1,{'NNS'},0,presid
moon,4,2.917003945247836e-05,15.06515313695436,4,NN,2,"{'NN', 'NNP'}",0,moon
officials,4,2.917003945247836e-05,15.06515313695436,9,NNS,1,{'NNS'},0,offici
cabinet,4,2.917003945247836e-05,15.06515313695436,7,NNP,2,"{'NN', 'NNP'}",0,cabinet
enjoins,4,2.917003945247836e-05,15.06515313695436,7,VBZ,2,"{'VBZ', 'NNS'}",0,enjoin
mental,4,2.917003945247836e-05,15.06515313695436,6,JJ,2,"{'NNP', 'JJ'}",0,mental
supremacy,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,supremaci
1787,4,2.917003945247836e-05,15.06515313695436,4,CD,1,{'CD'},0,1787
avoiding,4,2.917003945247836e-05,15.06515313695436,8,VBG,2,"{'NN', 'VBG'}",0,avoid
hesitation,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,hesit
conservative,4,2.917003945247836e-05,15.06515313695436,12,JJ,1,{'JJ'},0,conserv
conciliation,4,2.917003945247836e-05,15.06515313695436,12,NN,1,{'NN'},0,concili
collection,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,collect
sinister,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,sinist
dissensions,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,dissens
administering,4,2.917003945247836e-05,15.06515313695436,13,VBG,1,{'VBG'},0,administ
enhance,4,2.917003945247836e-05,15.06515313695436,7,VB,1,{'VB'},0,enhanc
job,4,2.917003945247836e-05,15.06515313695436,3,NN,1,{'NN'},0,job
symbol,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,symbol
necessaries,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,necessari
watched,4,2.917003945247836e-05,15.06515313695436,7,VBD,2,"{'VBD', 'VBN'}",0,watch
start,4,2.917003945247836e-05,15.06515313695436,5,VB,2,"{'VB', 'NN'}",0,start
firmest,4,2.917003945247836e-05,15.06515313695436,7,JJS,1,{'JJS'},0,firmest
protector,4,2.917003945247836e-05,15.06515313695436,9,NN,2,"{'NN', 'NNP'}",0,protector
invasions,4,2.917003945247836e-05,15.06515313695436,9,NNS,1,{'NNS'},0,invas
says,4,2.917003945247836e-05,15.06515313695436,4,VBZ,1,{'VBZ'},0,say
wonder,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'VBP'}",0,wonder
merchant,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,merchant
vain,4,2.917003945247836e-05,15.06515313695436,4,NN,2,"{'NN', 'JJ'}",0,vain
broader,4,2.917003945247836e-05,15.06515313695436,7,JJR,1,{'JJR'},0,broader
wherein,4,2.917003945247836e-05,15.06515313695436,7,NN,3,"{'NN', 'IN', 'VBP'}",0,wherein
possession,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,possess
takes,4,2.917003945247836e-05,15.06515313695436,5,VBZ,1,{'VBZ'},0,take
solved,4,2.917003945247836e-05,15.06515313695436,6,VBN,1,{'VBN'},0,solv
adds,4,2.917003945247836e-05,15.06515313695436,4,VBZ,1,{'VBZ'},0,add
paramount,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,paramount
relative,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,rel
substantial,4,2.917003945247836e-05,15.06515313695436,11,JJ,1,{'JJ'},0,substanti
vigilance,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,vigil
fit,4,2.917003945247836e-05,15.06515313695436,3,JJ,3,"{'VB', 'VBP', 'JJ'}",0,fit
likewise,4,2.917003945247836e-05,15.06515313695436,8,RB,2,"{'VB', 'RB'}",0,likewis
dreaded,4,2.917003945247836e-05,15.06515313695436,7,VBD,2,"{'VBD', 'VBN'}",0,dread
lock,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,lock
binding,4,2.917003945247836e-05,15.06515313695436,7,VBG,2,"{'VBG', 'JJ'}",0,bind
vitality,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,vital
moreover,4,2.917003945247836e-05,15.06515313695436,8,RB,1,{'RB'},0,moreov
attend,4,2.917003945247836e-05,15.06515313695436,6,VB,2,"{'VB', 'VBP'}",0,attend
fortune,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,fortun
repeal,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'VB'}",0,repeal
reflected,4,2.917003945247836e-05,15.06515313695436,9,VBN,1,{'VBN'},0,reflect
keeps,4,2.917003945247836e-05,15.06515313695436,5,VBZ,1,{'VBZ'},0,keep
sister,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'JJ'}",0,sister
susceptible,4,2.917003945247836e-05,15.06515313695436,11,JJ,1,{'JJ'},0,suscept
precise,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'NN', 'JJ'}",0,precis
sober,4,2.917003945247836e-05,15.06515313695436,5,NN,3,"{'NN', 'VB', 'JJ'}",0,sober
repugnant,4,2.917003945247836e-05,15.06515313695436,9,JJ,2,"{'VBP', 'JJ'}",0,repugn
reflecting,4,2.917003945247836e-05,15.06515313695436,10,VBG,2,"{'NNP', 'VBG'}",0,reflect
electors,4,2.917003945247836e-05,15.06515313695436,8,NNS,1,{'NNS'},0,elector
cultivated,4,2.917003945247836e-05,15.06515313695436,10,VBN,1,{'VBN'},0,cultiv
contemplation,4,2.917003945247836e-05,15.06515313695436,13,NN,1,{'NN'},0,contempl
pursuing,4,2.917003945247836e-05,15.06515313695436,8,VBG,1,{'VBG'},0,pursu
undiminished,4,2.917003945247836e-05,15.06515313695436,12,JJ,1,{'JJ'},0,undiminish
illiteracy,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,illiteraci
establishing,4,2.917003945247836e-05,15.06515313695436,12,VBG,1,{'VBG'},0,establish
masses,4,2.917003945247836e-05,15.06515313695436,6,NNS,1,{'NNS'},0,mass
cheering,4,2.917003945247836e-05,15.06515313695436,8,NN,2,"{'NN', 'VBG'}",0,cheer
planet,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,planet
reckless,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,reckless
timid,4,2.917003945247836e-05,15.06515313695436,5,NN,2,"{'NN', 'JJ'}",0,timid
bond,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,bond
belonging,4,2.917003945247836e-05,15.06515313695436,9,VBG,2,"{'NN', 'VBG'}",0,belong
chorus,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,choru
wage,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,wage
speculative,4,2.917003945247836e-05,15.06515313695436,11,JJ,1,{'JJ'},0,specul
center,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,center
practiced,4,2.917003945247836e-05,15.06515313695436,9,VBN,1,{'VBN'},0,practic
injunctions,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,injunct
prevails,4,2.917003945247836e-05,15.06515313695436,8,NNS,2,"{'VBZ', 'NNS'}",0,prevail
diminish,4,2.917003945247836e-05,15.06515313695436,8,VB,1,{'VB'},0,diminish
birthright,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,birthright
wounds,4,2.917003945247836e-05,15.06515313695436,6,NNS,2,"{'NNS', 'VBZ'}",0,wound
represents,4,2.917003945247836e-05,15.06515313695436,10,VBZ,1,{'VBZ'},0,repres
star,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,star
fraternity,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,fratern
impunity,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,impun
letter,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,letter
asia,4,2.917003945247836e-05,15.06515313695436,4,NNP,1,{'NNP'},0,asia
scene,4,2.917003945247836e-05,15.06515313695436,5,NN,1,{'NN'},0,scene
earthly,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'RB', 'JJ'}",0,earthli
leader,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'NNP'}",0,leader
soldier,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,soldier
confirmed,4,2.917003945247836e-05,15.06515313695436,9,VBN,1,{'VBN'},0,confirm
apart,4,2.917003945247836e-05,15.06515313695436,5,RB,1,{'RB'},0,apart
contempt,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,contempt
emergencies,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,emerg
compelled,4,2.917003945247836e-05,15.06515313695436,9,VBN,1,{'VBN'},0,compel
bestow,4,2.917003945247836e-05,15.06515313695436,6,VB,1,{'VB'},0,bestow
appreciation,4,2.917003945247836e-05,15.06515313695436,12,NN,1,{'NN'},0,appreci
simply,4,2.917003945247836e-05,15.06515313695436,6,RB,1,{'RB'},0,simpli
inviolate,4,2.917003945247836e-05,15.06515313695436,9,VB,2,"{'VB', 'NN'}",0,inviol
comparatively,4,2.917003945247836e-05,15.06515313695436,13,RB,1,{'RB'},0,compar
appeared,4,2.917003945247836e-05,15.06515313695436,8,VBD,2,"{'VBD', 'VBN'}",0,appear
variety,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,varieti
doubted,4,2.917003945247836e-05,15.06515313695436,7,VBN,2,"{'VBD', 'VBN'}",0,doubt
relationships,4,2.917003945247836e-05,15.06515313695436,13,NNS,1,{'NNS'},0,relationship
aliens,4,2.917003945247836e-05,15.06515313695436,6,NNS,1,{'NNS'},0,alien
amended,4,2.917003945247836e-05,15.06515313695436,7,VBN,3,"{'VBD', 'VBN', 'JJ'}",0,amend
revival,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,reviv
demoralizing,4,2.917003945247836e-05,15.06515313695436,12,NN,2,"{'NN', 'VBG'}",0,demor
reports,4,2.917003945247836e-05,15.06515313695436,7,NNS,1,{'NNS'},0,report
died,4,2.917003945247836e-05,15.06515313695436,4,VBD,1,{'VBD'},0,die
weary,4,2.917003945247836e-05,15.06515313695436,5,JJ,2,"{'NN', 'JJ'}",0,weari
earlier,4,2.917003945247836e-05,15.06515313695436,7,JJR,1,{'JJR'},0,earlier
positive,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,posit
reverend,4,2.917003945247836e-05,15.06515313695436,8,NNP,2,"{'VB', 'NNP'}",0,reverend
conducting,4,2.917003945247836e-05,15.06515313695436,10,VBG,1,{'VBG'},0,conduct
calmly,4,2.917003945247836e-05,15.06515313695436,6,NN,3,"{'NN', 'NNS', 'RB'}",0,calmli
sovereignties,4,2.917003945247836e-05,15.06515313695436,13,NNS,1,{'NNS'},0,sovereignti
haste,4,2.917003945247836e-05,15.06515313695436,5,NN,1,{'NN'},0,hast
universe,4,2.917003945247836e-05,15.06515313695436,8,JJ,3,"{'NN', 'NNP', 'JJ'}",0,univers
unknown,4,2.917003945247836e-05,15.06515313695436,7,JJ,1,{'JJ'},0,unknown
offensive,4,2.917003945247836e-05,15.06515313695436,9,JJ,1,{'JJ'},0,offens
mistaken,4,2.917003945247836e-05,15.06515313695436,8,NN,2,"{'NN', 'VBN'}",0,mistaken
embracing,4,2.917003945247836e-05,15.06515313695436,9,VBG,1,{'VBG'},0,embrac
exercising,4,2.917003945247836e-05,15.06515313695436,10,VBG,1,{'VBG'},0,exercis
discrimination,4,2.917003945247836e-05,15.06515313695436,14,NN,1,{'NN'},0,discrimin
wished,4,2.917003945247836e-05,15.06515313695436,6,VBD,2,"{'VBD', 'VBN'}",0,wish
registered,4,2.917003945247836e-05,15.06515313695436,10,VBN,2,"{'VBD', 'VBN'}",0,regist
creative,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,creativ
uniform,4,2.917003945247836e-05,15.06515313695436,7,JJ,1,{'JJ'},0,uniform
counter,4,2.917003945247836e-05,15.06515313695436,7,NN,3,"{'NN', 'RB', 'VB'}",0,counter
societies,4,2.917003945247836e-05,15.06515313695436,9,NNS,1,{'NNS'},0,societi
cooperate,4,2.917003945247836e-05,15.06515313695436,9,VB,1,{'VB'},0,cooper
timeless,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,timeless
strike,4,2.917003945247836e-05,15.06515313695436,6,VB,1,{'VB'},0,strike
amidst,4,2.917003945247836e-05,15.06515313695436,6,IN,3,"{'IN', 'VBP', 'JJ'}",0,amidst
reorganization,4,2.917003945247836e-05,15.06515313695436,14,NN,1,{'NN'},0,reorgan
fighting,4,2.917003945247836e-05,15.06515313695436,8,VBG,1,{'VBG'},0,fight
21st,4,2.917003945247836e-05,15.06515313695436,4,JJ,1,{'JJ'},0,21st
troubled,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,troubl
america's,4,2.917003945247836e-05,15.06515313695436,9,NNP,1,{'NNP'},0,america'
eventful,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,event
incidental,4,2.917003945247836e-05,15.06515313695436,10,JJ,2,"{'NN', 'JJ'}",0,incident
develop,4,2.917003945247836e-05,15.06515313695436,7,VB,1,{'VB'},0,develop
induction,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,induct
durable,4,2.917003945247836e-05,15.06515313695436,7,JJ,1,{'JJ'},0,durabl
celebrated,4,2.917003945247836e-05,15.06515313695436,10,VBD,2,"{'VBD', 'VBN'}",0,celebr
neighborhood,4,2.917003945247836e-05,15.06515313695436,12,NN,1,{'NN'},0,neighborhood
warrant,4,2.917003945247836e-05,15.06515313695436,7,NN,2,"{'VB', 'NN'}",0,warrant
compatible,4,2.917003945247836e-05,15.06515313695436,10,JJ,1,{'JJ'},0,compat
believing,4,2.917003945247836e-05,15.06515313695436,9,VBG,1,{'VBG'},0,believ
creator,4,2.917003945247836e-05,15.06515313695436,7,NNP,2,"{'NN', 'NNP'}",0,creator
utterly,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'RB', 'JJ'}",0,utterli
consequently,4,2.917003945247836e-05,15.06515313695436,12,RB,1,{'RB'},0,consequ
oppressed,4,2.917003945247836e-05,15.06515313695436,9,JJ,2,"{'VBN', 'JJ'}",0,oppress
amongst,4,2.917003945247836e-05,15.06515313695436,7,IN,3,"{'NNS', 'VBZ', 'IN'}",0,amongst
secret,4,2.917003945247836e-05,15.06515313695436,6,JJ,1,{'JJ'},0,secret
lest,4,2.917003945247836e-05,15.06515313695436,4,JJS,3,"{'JJS', 'IN', 'VBN'}",0,lest
town,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,town
firmly,4,2.917003945247836e-05,15.06515313695436,6,RB,2,"{'RB', 'JJ'}",0,firmli
sworn,4,2.917003945247836e-05,15.06515313695436,5,VBN,1,{'VBN'},0,sworn
big,4,2.917003945247836e-05,15.06515313695436,3,JJ,1,{'JJ'},0,big
separated,4,2.917003945247836e-05,15.06515313695436,9,VBN,2,"{'VBD', 'VBN'}",0,separ
base,4,2.917003945247836e-05,15.06515313695436,4,NN,2,"{'NN', 'VB'}",0,base
owe,4,2.917003945247836e-05,15.06515313695436,3,VBP,2,"{'VB', 'VBP'}",0,owe
mandates,4,2.917003945247836e-05,15.06515313695436,8,NNS,2,"{'NNS', 'NNP'}",0,mandat
remark,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,remark
summary,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'NN', 'JJ'}",0,summari
remained,4,2.917003945247836e-05,15.06515313695436,8,VBD,1,{'VBD'},0,remain
charter,4,2.917003945247836e-05,15.06515313695436,7,NN,2,"{'NN', 'NNP'}",0,charter
brothers,4,2.917003945247836e-05,15.06515313695436,8,NNS,1,{'NNS'},0,brother
multiplied,4,2.917003945247836e-05,15.06515313695436,10,VBN,1,{'VBN'},0,multipli
summons,4,2.917003945247836e-05,15.06515313695436,7,NNS,1,{'NNS'},0,summon
pain,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,pain
successive,4,2.917003945247836e-05,15.06515313695436,10,JJ,1,{'JJ'},0,success
favorably,4,2.917003945247836e-05,15.06515313695436,9,RB,1,{'RB'},0,favor
answered,4,2.917003945247836e-05,15.06515313695436,8,VBN,2,"{'VBD', 'VBN'}",0,answer
gladly,4,2.917003945247836e-05,15.06515313695436,6,RB,1,{'RB'},0,gladli
confusion,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,confus
george,4,2.917003945247836e-05,15.06515313695436,6,NNP,1,{'NNP'},0,georg
paint,4,2.917003945247836e-05,15.06515313695436,5,VBP,2,"{'VB', 'VBP'}",0,paint
sincerity,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,sincer
dominion,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,dominion
overwhelming,4,2.917003945247836e-05,15.06515313695436,12,JJ,2,"{'VBG', 'JJ'}",0,overwhelm
marine,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,marin
dead,4,2.917003945247836e-05,15.06515313695436,4,JJ,1,{'JJ'},0,dead
intolerance,4,2.917003945247836e-05,15.06515313695436,11,NN,1,{'NN'},0,intoler
assertion,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,assert
beliefs,4,2.917003945247836e-05,15.06515313695436,7,NNS,2,"{'NNS', 'JJ'}",0,belief
submission,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,submiss
origin,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,origin
usage,4,2.917003945247836e-05,15.06515313695436,5,NN,2,"{'NN', 'JJ'}",0,usag
municipal,4,2.917003945247836e-05,15.06515313695436,9,JJ,1,{'JJ'},0,municip
silver,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'VB'}",0,silver
rulers,4,2.917003945247836e-05,15.06515313695436,6,NNS,1,{'NNS'},0,ruler
partiality,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,partial
liberality,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,liber
frequent,4,2.917003945247836e-05,15.06515313695436,8,JJ,1,{'JJ'},0,frequent
measured,4,2.917003945247836e-05,15.06515313695436,8,VBN,1,{'VBN'},0,measur
abandoned,4,2.917003945247836e-05,15.06515313695436,9,VBN,1,{'VBN'},0,abandon
unavoidable,4,2.917003945247836e-05,15.06515313695436,11,JJ,1,{'JJ'},0,unavoid
alleged,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'VBN', 'JJ'}",0,alleg
choices,4,2.917003945247836e-05,15.06515313695436,7,NNS,1,{'NNS'},0,choic
recurrence,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,recurr
distress,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,distress
rarely,4,2.917003945247836e-05,15.06515313695436,6,RB,1,{'RB'},0,rare
$,4,2.917003945247836e-05,15.06515313695436,1,$,1,{'$'},0,$
intrigue,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,intrigu
fraught,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'NN', 'JJ'}",0,fraught
satisfying,4,2.917003945247836e-05,15.06515313695436,10,JJ,2,"{'VBG', 'JJ'}",0,satisfi
concessions,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,concess
individually,4,2.917003945247836e-05,15.06515313695436,12,RB,1,{'RB'},0,individu
statute,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,statut
congratulate,4,2.917003945247836e-05,15.06515313695436,12,VBP,1,{'VBP'},0,congratul
electoral,4,2.917003945247836e-05,15.06515313695436,9,JJ,1,{'JJ'},0,elector
admonition,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,admonit
halls,4,2.917003945247836e-05,15.06515313695436,5,NNS,1,{'NNS'},0,hall
contributions,4,2.917003945247836e-05,15.06515313695436,13,NNS,1,{'NNS'},0,contribut
incorporated,4,2.917003945247836e-05,15.06515313695436,12,VBN,1,{'VBN'},0,incorpor
dedicated,4,2.917003945247836e-05,15.06515313695436,9,VBD,2,"{'VBD', 'VBN'}",0,dedic
occupy,4,2.917003945247836e-05,15.06515313695436,6,VBP,3,"{'VB', 'FW', 'VBP'}",0,occupi
rejoicing,4,2.917003945247836e-05,15.06515313695436,9,VBG,2,"{'NN', 'VBG'}",0,rejoic
opposing,4,2.917003945247836e-05,15.06515313695436,8,VBG,1,{'VBG'},0,oppos
contracted,4,2.917003945247836e-05,15.06515313695436,10,VBN,1,{'VBN'},0,contract
grim,4,2.917003945247836e-05,15.06515313695436,4,JJ,1,{'JJ'},0,grim
iron,4,2.917003945247836e-05,15.06515313695436,4,NN,2,"{'NN', 'JJ'}",0,iron
temptation,4,2.917003945247836e-05,15.06515313695436,10,NN,1,{'NN'},0,temptat
review,4,2.917003945247836e-05,15.06515313695436,6,NN,2,"{'NN', 'VB'}",0,review
returning,4,2.917003945247836e-05,15.06515313695436,9,VBG,1,{'VBG'},0,return
respectively,4,2.917003945247836e-05,15.06515313695436,12,RB,1,{'RB'},0,respect
succeeding,4,2.917003945247836e-05,15.06515313695436,10,NN,2,"{'NN', 'VBG'}",0,succeed
bush,4,2.917003945247836e-05,15.06515313695436,4,NNP,1,{'NNP'},0,bush
model,4,2.917003945247836e-05,15.06515313695436,5,NN,1,{'NN'},0,model
spheres,4,2.917003945247836e-05,15.06515313695436,7,NNS,1,{'NNS'},0,sphere
upheld,4,2.917003945247836e-05,15.06515313695436,6,JJ,2,"{'VBN', 'JJ'}",0,upheld
co-operation,4,2.917003945247836e-05,15.06515313695436,12,NN,1,{'NN'},0,co-oper
defined,4,2.917003945247836e-05,15.06515313695436,7,VBN,2,"{'VBD', 'VBN'}",0,defin
seeing,4,2.917003945247836e-05,15.06515313695436,6,VBG,1,{'VBG'},0,see
legislatures,4,2.917003945247836e-05,15.06515313695436,12,NNS,2,"{'NNS', 'VBZ'}",0,legislatur
eminently,4,2.917003945247836e-05,15.06515313695436,9,RB,1,{'RB'},0,emin
repair,4,2.917003945247836e-05,15.06515313695436,6,VBP,2,"{'VB', 'VBP'}",0,repair
drive,4,2.917003945247836e-05,15.06515313695436,5,NN,3,"{'NN', 'VBP', 'VB'}",0,drive
song,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,song
names,4,2.917003945247836e-05,15.06515313695436,5,NNS,1,{'NNS'},0,name
ill,4,2.917003945247836e-05,15.06515313695436,3,RB,2,"{'VB', 'RB'}",0,ill
elevated,4,2.917003945247836e-05,15.06515313695436,8,VBN,3,"{'VBD', 'VBN', 'JJ'}",0,elev
contrast,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,contrast
report,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,report
solemnly,4,2.917003945247836e-05,15.06515313695436,8,RB,1,{'RB'},0,solemnli
height,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,height
hostility,4,2.917003945247836e-05,15.06515313695436,9,NN,1,{'NN'},0,hostil
commonwealth,4,2.917003945247836e-05,15.06515313695436,12,NN,2,"{'NN', 'NNP'}",0,commonwealth
discriminating,4,2.917003945247836e-05,15.06515313695436,14,VBG,1,{'VBG'},0,discrimin
finds,4,2.917003945247836e-05,15.06515313695436,5,VBZ,1,{'VBZ'},0,find
elapsed,4,2.917003945247836e-05,15.06515313695436,7,VBN,1,{'VBN'},0,elaps
adhere,4,2.917003945247836e-05,15.06515313695436,6,RB,2,"{'RB', 'VBP'}",0,adher
changing,4,2.917003945247836e-05,15.06515313695436,8,VBG,1,{'VBG'},0,chang
roads,4,2.917003945247836e-05,15.06515313695436,5,NNS,1,{'NNS'},0,road
canals,4,2.917003945247836e-05,15.06515313695436,6,NNS,1,{'NNS'},0,canal
tested,4,2.917003945247836e-05,15.06515313695436,6,VBN,2,"{'VBD', 'VBN'}",0,test
payment,4,2.917003945247836e-05,15.06515313695436,7,NN,1,{'NN'},0,payment
traditional,4,2.917003945247836e-05,15.06515313695436,11,JJ,1,{'JJ'},0,tradit
occasions,4,2.917003945247836e-05,15.06515313695436,9,NNS,1,{'NNS'},0,occas
list,4,2.917003945247836e-05,15.06515313695436,4,NN,1,{'NN'},0,list
unshaken,4,2.917003945247836e-05,15.06515313695436,8,JJ,2,"{'NN', 'JJ'}",0,unshaken
useless,4,2.917003945247836e-05,15.06515313695436,7,JJ,2,"{'NN', 'JJ'}",0,useless
study,4,2.917003945247836e-05,15.06515313695436,5,NN,1,{'NN'},0,studi
acquiesce,4,2.917003945247836e-05,15.06515313695436,9,VB,2,"{'VB', 'NNS'}",0,acquiesc
awakened,4,2.917003945247836e-05,15.06515313695436,8,VBN,2,"{'VBN', 'JJ'}",0,awaken
performing,4,2.917003945247836e-05,15.06515313695436,10,VBG,1,{'VBG'},0,perform
board,4,2.917003945247836e-05,15.06515313695436,5,NN,2,"{'NN', 'NNP'}",0,board
inland,4,2.917003945247836e-05,15.06515313695436,6,NN,1,{'NN'},0,inland
youth,4,2.917003945247836e-05,15.06515313695436,5,NN,1,{'NN'},0,youth
compromises,4,2.917003945247836e-05,15.06515313695436,11,NNS,1,{'NNS'},0,compromis
consolation,4,2.917003945247836e-05,15.06515313695436,11,NN,1,{'NN'},0,consol
retain,4,2.917003945247836e-05,15.06515313695436,6,VB,2,"{'VB', 'VBP'}",0,retain
die,4,2.917003945247836e-05,15.06515313695436,3,VB,1,{'VB'},0,die
transfer,4,2.917003945247836e-05,15.06515313695436,8,NN,1,{'NN'},0,transfer
participate,4,2.917003945247836e-05,15.06515313695436,11,VB,1,{'VB'},0,particip
attended,4,2.917003945247836e-05,15.06515313695436,8,VBN,2,"{'VBD', 'VBN'}",0,attend
